addr:city,addr:country,addr:full,addr:housenumber,addr:housename,addr:postcode,addr:street,email,name,opening_hours,operator,phone,website,building,amenity,building:levels,building:material,craft,height,internet_access,office,shop,source,start_date,wikipedia,id,timestamp,version,changeset,geometry,tags,osm_type,ref,landuse,building:flats
,,,,,,,,,,,,,yes,,,,,,,,,,,,29523223777,1621617688,1,0,"POLYGON ((-92.43643951416016 34.75861740112305, -92.43643951416016 34.7585334777832, -92.43645477294922 34.7585334777832, -92.43645477294922 34.758522033691406, -92.43640899658203 34.758522033691406, -92.43640899658203 34.758365631103516, -92.4365005493164 34.75836181640625, -92.4365005493164 34.75837707519531, -92.43658447265625 34.75837707519531, -92.43658447265625 34.75836181640625, -92.43667602539062 34.75836181640625, -92.43667602539062 34.75851821899414, -92.43663787841797 34.75851821899414, -92.43663787841797 34.75853729248047, -92.4366455078125 34.75853729248047, -92.4366455078125 34.75861358642578, -92.43643951416016 34.75861740112305), (-92.4365234375 34.75853729248047, -92.4365234375 34.758522033691406, -92.43656158447266 34.758522033691406, -92.43656158447266 34.75853729248047, -92.4365234375 34.75853729248047))","{""type"":""multipolygon""}",relation,,,
,,,,,,,,,,,,,yes,,,,,,,,,,,,29434030533,1621617688,1,0,"POLYGON ((-92.43474578857422 34.75834655761719, -92.43482208251953 34.75839614868164, -92.434814453125 34.75840377807617, -92.4348373413086 34.75841522216797, -92.43487548828125 34.75837707519531, -92.43502807617188 34.758480072021484, -92.43497467041016 34.7585334777832, -92.43496704101562 34.75852584838867, -92.43489837646484 34.75859451293945, -92.4349136352539 34.75860595703125, -92.43486022949219 34.7586669921875, -92.43468475341797 34.7585563659668, -92.4347152709961 34.758522033691406, -92.43470764160156 34.75851821899414, -92.43470001220703 34.758522033691406, -92.43462371826172 34.75847625732422, -92.43474578857422 34.75834655761719), (-92.43478393554688 34.75844192504883, -92.43479919433594 34.75844955444336, -92.43476867675781 34.75848388671875, -92.43475341796875 34.75847244262695, -92.43478393554688 34.75844192504883))","{""type"":""multipolygon""}",relation,,,
,,,,,,,,,,,,,yes,,,,,,,,,,,,29867779216,1622830988,1,0,"POLYGON ((-92.43732452392578 34.7586669921875, -92.43724822998047 34.75861358642578, -92.437255859375 34.75860595703125, -92.43724822998047 34.75859832763672, -92.43721771240234 34.75863265991211, -92.43705749511719 34.75852584838867, -92.4371109008789 34.75847244262695, -92.43712615966797 34.75848388671875, -92.43720245361328 34.75840759277344, -92.43718719482422 34.758399963378906, -92.43724060058594 34.75835037231445, -92.43738555908203 34.758445739746094, -92.4373550415039 34.75847625732422, -92.43738555908203 34.75849914550781, -92.43738555908203 34.75849151611328, -92.43745422363281 34.7585334777832, -92.43732452392578 34.7586669921875), (-92.43730163574219 34.7585563659668, -92.43728637695312 34.758548736572266, -92.43731689453125 34.75851821899414, -92.43733215332031 34.75852584838867, -92.43730163574219 34.7585563659668))","{""type"":""multipolygon""}",relation,,,
,,,,,,,,,,,,,yes,,,,,,,,,,,,29561449468,1621617688,1,0,"POLYGON ((-92.43553161621094 34.75868225097656, -92.43547821044922 34.75861358642578, -92.43549346923828 34.75860595703125, -92.43548583984375 34.75859451293945, -92.4354476928711 34.75861358642578, -92.43534851074219 34.758480072021484, -92.4354248046875 34.75844192504883, -92.43543243408203 34.758453369140625, -92.43550109863281 34.75841522216797, -92.43549346923828 34.75840759277344, -92.4355697631836 34.758365631103516, -92.4356689453125 34.75849914550781, -92.43563842773438 34.75851821899414, -92.4356460571289 34.7585334777832, -92.43565368652344 34.75852966308594, -92.43570709228516 34.75859451293945, -92.43553161621094 34.75868225097656), (-92.43555450439453 34.758575439453125, -92.435546875 34.758567810058594, -92.43557739257812 34.758548736572266, -92.43558502197266 34.75856018066406, -92.43555450439453 34.758575439453125))","{""type"":""multipolygon""}",relation,,,
,,,,,,,,,,,,,yes,,,,,,,,,,,,29510481882,1621617688,1,0,"POLYGON ((-92.43678283691406 34.75865173339844, -92.43677520751953 34.75857162475586, -92.43679809570312 34.75857162475586, -92.4367904663086 34.7585563659668, -92.43675231933594 34.75856018066406, -92.43675231933594 34.758399963378906, -92.43683624267578 34.758399963378906, -92.43684387207031 34.75841522216797, -92.43692016601562 34.7584114074707, -92.43692016601562 34.758399963378906, -92.43701171875 34.758399963378906, -92.43701934814453 34.75855255126953, -92.43697357177734 34.7585563659668, -92.43697357177734 34.758575439453125, -92.4369888305664 34.758575439453125, -92.4369888305664 34.75865173339844, -92.43678283691406 34.75865173339844), (-92.43685913085938 34.75857162475586, -92.43685913085938 34.7585563659668, -92.4369125366211 34.75855255126953, -92.4369125366211 34.758567810058594, -92.43685913085938 34.75857162475586))","{""type"":""multipolygon""}",relation,,,
,,,,,,,,,,,,,yes,,,,,,,,,,,,57023121461,1703870231,1,0,"POLYGON ((-92.41231536865234 34.76348876953125, -92.41224670410156 34.76348876953125, -92.41224670410156 34.763519287109375, -92.41221618652344 34.763519287109375, -92.41221618652344 34.763526916503906, -92.41204833984375 34.76352310180664, -92.41204833984375 34.763492584228516, -92.41201782226562 34.763492584228516, -92.41202545166016 34.763465881347656, -92.41195678710938 34.76346206665039, -92.4119644165039 34.763221740722656, -92.41201782226562 34.76322555541992, -92.41202545166016 34.763118743896484, -92.41175079345703 34.76311111450195, -92.41175842285156 34.76298522949219, -92.41211700439453 34.762996673583984, -92.412109375 34.76304244995117, -92.4122314453125 34.76304244995117, -92.41223907470703 34.76303482055664, -92.41223907470703 34.76303482055664, -92.41223907470703 34.763023376464844, -92.41221618652344 34.763023376464844, -92.41222381591797 34.762943267822266, -92.41231536865234 34.76294708251953, -92.41231536865234 34.763023376464844, -92.41229248046875 34.763023376464844, -92.41229248046875 34.76303482055664, -92.41230010986328 34.76303482055664, -92.41230010986328 34.763084411621094, -92.4126205444336 34.763092041015625, -92.41261291503906 34.76328659057617, -92.41262817382812 34.76328659057617, -92.4126205444336 34.76336669921875, -92.41259002685547 34.76336669921875, -92.41259002685547 34.76346969604492, -92.4123306274414 34.763465881347656, -92.4123306274414 34.763450622558594, -92.41231536865234 34.763450622558594, -92.41231536865234 34.76348876953125), (-92.4122314453125 34.76319885253906, -92.4122314453125 34.76308059692383, -92.412109375 34.76307678222656, -92.412109375 34.763118743896484, -92.41206359863281 34.763118743896484, -92.41206359863281 34.7631950378418, -92.4122314453125 34.76319885253906))","{""type"":""multipolygon""}",relation,,,
,,,,,,,,HomeGoods,,,,,yes,,,,,,,,houseware,,,,4718792274,1692883067,2,0,"POLYGON ((-92.45728302001953 34.7650032043457, -92.45726776123047 34.76494216918945, -92.45741271972656 34.76492691040039, -92.45755767822266 34.76514434814453, -92.45763397216797 34.76526641845703, -92.45714569091797 34.76552963256836, -92.45711517333984 34.76548767089844, -92.45709228515625 34.76545333862305, -92.4570541381836 34.765480041503906, -92.4569320678711 34.76531982421875, -92.45697021484375 34.76530075073242, -92.45689392089844 34.76518630981445, -92.45728302001953 34.7650032043457))","{""brand"":""HomeGoods"",""brand:wikidata"":""Q5887941"",""type"":""multipolygon""}",relation,,,
,,,,,,,,Chenal Elementary School,,,,,school,,,,,,,,,,,,2870082611,1473502886,1,0,"MULTIPOLYGON (((-92.49809265136719 34.7759895324707, -92.49800109863281 34.775699615478516, -92.49794006347656 34.77571105957031, -92.49791717529297 34.77561950683594, -92.497802734375 34.77564239501953, -92.49776458740234 34.7755126953125, -92.49745178222656 34.77557373046875, -92.49760437011719 34.77608871459961, -92.49809265136719 34.7759895324707)), ((-92.49738311767578 34.775909423828125, -92.497314453125 34.77568817138672, -92.49668884277344 34.77583312988281, -92.49630737304688 34.77610397338867, -92.4964828491211 34.7762565612793, -92.49668884277344 34.77610778808594, -92.4968032836914 34.77621841430664, -92.4969482421875 34.7761344909668, -92.49691772460938 34.776004791259766, -92.49738311767578 34.775909423828125)))","{""type"":""multipolygon""}",relation,,,
,,,,,,,,,,,,,yes,,,,,,,,,,,,39544695279,1654421212,1,0,"POLYGON ((-92.46292877197266 34.81018829345703, -92.46282958984375 34.81032180786133, -92.46288299560547 34.81034851074219, -92.46267700195312 34.810611724853516, -92.46258544921875 34.81056213378906, -92.4625015258789 34.810672760009766, -92.46251678466797 34.8106803894043, -92.46249389648438 34.81071090698242, -92.46276092529297 34.810848236083984, -92.46271514892578 34.81090545654297, -92.46296691894531 34.811038970947266, -92.46297454833984 34.811031341552734, -92.46317291259766 34.811134338378906, -92.46324920654297 34.811038970947266, -92.46321105957031 34.81101989746094, -92.46324920654297 34.81096649169922, -92.46324157714844 34.81096267700195, -92.4632568359375 34.810943603515625, -92.46326446533203 34.81094741821289, -92.46330261230469 34.81089782714844, -92.46329498291016 34.81089401245117, -92.4633560180664 34.81081771850586, -92.46328735351562 34.81078338623047, -92.46331024169922 34.81075668334961, -92.46327209472656 34.81073760986328, -92.46331024169922 34.81068420410156, -92.46331024169922 34.8106803894043, -92.46331787109375 34.81066131591797, -92.46332550048828 34.810665130615234, -92.46337890625 34.81060028076172, -92.46338653564453 34.810604095458984, -92.4634780883789 34.810482025146484, -92.46347045898438 34.81047821044922, -92.4634780883789 34.81046676635742, -92.46338653564453 34.810420989990234, -92.46338653564453 34.8104248046875, -92.46336364746094 34.8104133605957, -92.46337127685547 34.81040954589844, -92.46331024169922 34.81037521362305, -92.46330261230469 34.81037902832031, -92.46328735351562 34.81037139892578, -92.46328735351562 34.810367584228516, -92.46322631835938 34.81033706665039, -92.46322631835938 34.810340881347656, -92.46320343017578 34.81032943725586, -92.46320343017578 34.810325622558594, -92.46314239501953 34.81029510498047, -92.46314239501953 34.810298919677734, -92.46292877197266 34.81018829345703), (-92.46304321289062 34.81044006347656, -92.46309661865234 34.81047058105469, -92.46310424804688 34.81046676635742, -92.46311950683594 34.81047439575195, -92.4631118774414 34.81047821044922, -92.46318054199219 34.81051254272461, -92.46318054199219 34.810508728027344, -92.46320343017578 34.810516357421875, -92.46318054199219 34.810546875, -92.463134765625 34.810523986816406, -92.46308898925781 34.810585021972656, -92.463134765625 34.81060791015625, -92.46305084228516 34.81071090698242, -92.46309661865234 34.81073760986328, -92.46305084228516 34.81079864501953, -92.46296691894531 34.81081008911133, -92.462890625 34.81076431274414, -92.4629135131836 34.81073760986328, -92.46285247802734 34.810707092285156, -92.46289825439453 34.81064987182617, -92.462890625 34.810646057128906, -92.46290588378906 34.810630798339844, -92.4629135131836 34.810630798339844, -92.46295166015625 34.810585021972656, -92.46294403076172 34.81058120727539, -92.46295166015625 34.81056594848633, -92.46295928955078 34.810569763183594, -92.46299743652344 34.810516357421875, -92.46299743652344 34.81051254272461, -92.4630126953125 34.81049728393555, -92.4630126953125 34.81049728393555, -92.46305084228516 34.810455322265625, -92.4630355834961 34.81045150756836, -92.46304321289062 34.81044006347656))","{""type"":""multipolygon""}",relation,,,
Conway,,,2401,,72034,Christina Lane,,Salem Place Nursing & Rehab,,,+1-501-327-4421,https://www.salemplacerehab.com/,yes,social_facility,,,,,,,,,,,69060005732,1721187562,1,0,"POLYGON ((-92.46107482910156 35.06777572631836, -92.46109771728516 35.06781005859375, -92.46113586425781 35.06779479980469, -92.46115112304688 35.06782531738281, -92.46127319335938 35.06777572631836, -92.46125030517578 35.0677490234375, -92.46128845214844 35.06773376464844, -92.46105194091797 35.06735610961914, -92.46111297607422 35.06733322143555, -92.46109771728516 35.06731033325195, -92.46113586425781 35.067291259765625, -92.46107482910156 35.067195892333984, -92.46104431152344 35.06721115112305, -92.46102905273438 35.06719207763672, -92.46097564697266 35.06721878051758, -92.4607162475586 35.06680679321289, -92.46055603027344 35.066871643066406, -92.4605712890625 35.066890716552734, -92.46038055419922 35.06697082519531, -92.46035766601562 35.06693649291992, -92.46033477783203 35.06694793701172, -92.46023559570312 35.06679153442383, -92.46019744873047 35.066810607910156, -92.4601821899414 35.06679153442383, -92.46013641357422 35.066810607910156, -92.46012115478516 35.0667839050293, -92.46003723144531 35.06681823730469, -92.46043395996094 35.06744384765625, -92.46041107177734 35.06745147705078, -92.4605712890625 35.06769943237305, -92.46052551269531 35.067718505859375, -92.46058654785156 35.06782150268555, -92.46056365966797 35.067832946777344, -92.46058654785156 35.067867279052734, -92.46057891845703 35.06787109375, -92.46060943603516 35.067928314208984, -92.46062469482422 35.06792449951172, -92.46063995361328 35.06795883178711, -92.4606704711914 35.06794738769531, -92.460693359375 35.06797409057617, -92.4608154296875 35.06792449951172, -92.4607925415039 35.067893981933594, -92.46092224121094 35.06783676147461, -92.46102142333984 35.06779861450195, -92.46107482910156 35.06777572631836), (-92.46099853515625 35.067649841308594, -92.46087646484375 35.06745529174805, -92.46063995361328 35.06755447387695, -92.46075439453125 35.067745208740234, -92.46084594726562 35.067710876464844, -92.46082305908203 35.067684173583984, -92.46092224121094 35.06764221191406, -92.4609375 35.06767654418945, -92.46099853515625 35.067649841308594), (-92.46080780029297 35.067291259765625, -92.46062469482422 35.066993713378906, -92.46060943603516 35.06700134277344, -92.46062469482422 35.06703567504883, -92.4604721069336 35.067100524902344, -92.46044921875 35.06706619262695, -92.46043395996094 35.067073822021484, -92.46061706542969 35.0673713684082, -92.46080780029297 35.067291259765625))","{""addr:state"":""AR"",""fax"":""+1-501-329-8997"",""social_facility"":""nursing_home"",""social_facility:for"":""senior"",""type"":""multipolygon"",""wheelchair"":""yes""}",relation,,,
Conway,,,,,72035,Bruce Street,,Mathematics-Computer Science Technology Building,,,,,university,,3,,,,,,,,2002,,2663183782,1596668124,4,0,"POLYGON ((-92.45663452148438 35.080928802490234, -92.45653533935547 35.080928802490234, -92.45653533935547 35.0809440612793, -92.4563217163086 35.080936431884766, -92.4563217163086 35.08091735839844, -92.45623779296875 35.08091735839844, -92.45624542236328 35.08073043823242, -92.456298828125 35.08073425292969, -92.45631408691406 35.08042526245117, -92.45660400390625 35.0804328918457, -92.45658874511719 35.080745697021484, -92.4566421508789 35.080745697021484, -92.45663452148438 35.080928802490234))","{""addr:state"":""AR"",""type"":""multipolygon""}",relation,,,
,,,,,,,,,,,,,yes,,,,,,,,,,,,65834015721,1718991092,1,0,"POLYGON ((-92.50509643554688 35.085365295410156, -92.50487518310547 35.08525848388672, -92.50491333007812 35.08519744873047, -92.50489044189453 35.085182189941406, -92.50474548339844 35.085113525390625, -92.50471496582031 35.08509826660156, -92.50455474853516 35.0853157043457, -92.50453186035156 35.085304260253906, -92.50450897216797 35.0853385925293, -92.50447082519531 35.08531951904297, -92.50444793701172 35.085350036621094, -92.50436401367188 35.08531188964844, -92.50440216064453 35.085262298583984, -92.50431823730469 35.08522415161133, -92.5042724609375 35.08527755737305, -92.50428771972656 35.08528518676758, -92.5042495727539 35.08533477783203, -92.5041732788086 35.085296630859375, -92.50419616699219 35.085262298583984, -92.50410461425781 35.0852165222168, -92.50432586669922 35.08491516113281, -92.50434112548828 35.084922790527344, -92.50437927246094 35.08488082885742, -92.50440979003906 35.084896087646484, -92.50443267822266 35.08485412597656, -92.50455474853516 35.08491516113281, -92.50444793701172 35.085060119628906, -92.50446319580078 35.08506774902344, -92.50453186035156 35.0849723815918, -92.50457000732422 35.08498764038086, -92.50457763671875 35.08497619628906, -92.50454711914062 35.0849609375, -92.50460815429688 35.08488082885742, -92.50457000732422 35.08486557006836, -92.50462341308594 35.08479309082031, -92.50458526611328 35.084774017333984, -92.50463104248047 35.0847053527832, -92.5046615600586 35.08466720581055, -92.50468444824219 35.084632873535156, -92.50472259521484 35.08457565307617, -92.5047607421875 35.084529876708984, -92.50479125976562 35.08454895019531, -92.50494384765625 35.08433532714844, -92.50498962402344 35.08427047729492, -92.50566101074219 35.084590911865234, -92.50560760498047 35.08466720581055, -92.50509643554688 35.085365295410156), (-92.50532531738281 35.08464431762695, -92.50523376464844 35.084774017333984, -92.50514221191406 35.084896087646484, -92.5050277709961 35.0848388671875, -92.50491333007812 35.084781646728516, -92.50499725341797 35.084659576416016, -92.50501251220703 35.08464050292969, -92.5050048828125 35.08463668823242, -92.50506591796875 35.08454895019531, -92.50519561767578 35.08461380004883, -92.50526428222656 35.08464431762695, -92.50527954101562 35.08462142944336, -92.50532531738281 35.08464431762695))","{""type"":""multipolygon""}",relation,,,
Conway,,,855,,72034,Salem Road,,Kroger Marketplace,Su-Sa 06:00-23:00,,+1-501–329–3628,https://www.kroger.com/stores/grocery/ar/conway/conway-marketplace/025/00625,yes,,,,,,,,supermarket,WWW,,,70240403363,1724296558,1,0,"POLYGON ((-92.47186279296875 35.08949279785156, -92.47186279296875 35.0896110534668, -92.47209930419922 35.08961486816406, -92.47209167480469 35.08966064453125, -92.47219848632812 35.08966064453125, -92.47219848632812 35.08967971801758, -92.47232055664062 35.08967971801758, -92.47232055664062 35.089622497558594, -92.47274780273438 35.089630126953125, -92.47274780273438 35.089683532714844, -92.47291564941406 35.08968734741211, -92.47291564941406 35.08967590332031, -92.47305297851562 35.08967971801758, -92.47306060791016 35.089637756347656, -92.473388671875 35.08964157104492, -92.4734115600586 35.088985443115234, -92.4727554321289 35.08897018432617, -92.47276306152344 35.0888557434082, -92.4721450805664 35.088844299316406, -92.4721450805664 35.088958740234375, -92.47187805175781 35.08895492553711, -92.47186279296875 35.089420318603516, -92.47186279296875 35.08949279785156))","{""addr:state"":""AR"",""brand"":""Kroger Marketplace"",""brand:wikidata"":""Q153417"",""type"":""multipolygon""}",relation,,,
Conway,,,101,,72032,Oak Street,,Kroger,,,+1-501-329-8009,https://www.kroger.com/stores/grocery/ar/conway/conway-oak-st/025/00652,yes,,,,,,,,supermarket,,,,50155158259,1705368361,3,0,"POLYGON ((-92.42879486083984 35.090633392333984, -92.4287338256836 35.090633392333984, -92.42872619628906 35.09066390991211, -92.4286117553711 35.09066390991211, -92.4286117553711 35.09068298339844, -92.4284439086914 35.09067916870117, -92.4284439086914 35.09067153930664, -92.42816162109375 35.09066390991211, -92.42816925048828 35.09061813354492, -92.42802429199219 35.090614318847656, -92.42803955078125 35.090145111083984, -92.42863464355469 35.090152740478516, -92.42863464355469 35.0900764465332, -92.4288101196289 35.09008026123047, -92.42879486083984 35.090633392333984))","{""addr:state"":""AR"",""brand"":""Kroger"",""brand:wikidata"":""Q153417"",""type"":""multipolygon""}",relation,,,
,,,,,,,,,,,,,yes,,,,,,,,,,,,76190244602,1734618601,1,0,"POLYGON ((-92.42520141601562 35.09989547729492, -92.42542266845703 35.09989547729492, -92.42542266845703 35.09988021850586, -92.42546844482422 35.09988021850586, -92.42546844482422 35.09992980957031, -92.42549133300781 35.09992980957031, -92.42549133300781 35.10002517700195, -92.4257583618164 35.10002899169922, -92.4257583618164 35.10017776489258, -92.4259033203125 35.10017776489258, -92.4259033203125 35.10029602050781, -92.42552947998047 35.10029220581055, -92.42552947998047 35.10043716430664, -92.42576599121094 35.10043716430664, -92.42576599121094 35.1005859375, -92.42591094970703 35.1005859375, -92.4259033203125 35.1007194519043, -92.42552185058594 35.10071563720703, -92.4255142211914 35.10108947753906, -92.42576599121094 35.10109329223633, -92.42576599121094 35.10123825073242, -92.42591094970703 35.10124206542969, -92.42591094970703 35.10134506225586, -92.42549896240234 35.101341247558594, -92.42549896240234 35.101478576660156, -92.4254150390625 35.101478576660156, -92.42542266845703 35.101200103759766, -92.42500305175781 35.1011962890625, -92.42501068115234 35.10108184814453, -92.42513275146484 35.10108184814453, -92.42513275146484 35.10091781616211, -92.42543029785156 35.100921630859375, -92.42543029785156 35.10068130493164, -92.42536926269531 35.100677490234375, -92.42536926269531 35.10067367553711, -92.42526245117188 35.10067367553711, -92.42526245117188 35.10057830810547, -92.42537689208984 35.10057830810547, -92.42537689208984 35.10059356689453, -92.4254379272461 35.10059356689453, -92.4254379272461 35.100547790527344, -92.42506408691406 35.100547790527344, -92.42506408691406 35.10043716430664, -92.42520904541016 35.10043716430664, -92.42521667480469 35.10029602050781, -92.42546081542969 35.10029602050781, -92.42546081542969 35.10012435913086, -92.42503356933594 35.10012435913086, -92.42503356933594 35.10002136230469, -92.42520141601562 35.10002517700195, -92.42520141601562 35.09989547729492), (-92.42534637451172 35.10040283203125, -92.4254379272461 35.10040283203125, -92.4254379272461 35.100433349609375, -92.42534637451172 35.100433349609375, -92.42534637451172 35.10040283203125))","{""type"":""multipolygon""}",relation,,,
Conway,,,1201,,72032,Old Morrilton Highway,,Sonic,,,+1-501-764-1953,,yes,fast_food,,,,,,,,esri/USA_NAD_Addresses,,,32982338259,1705368361,2,0,"MULTIPOLYGON (((-92.4417724609375 35.10973358154297, -92.4417724609375 35.10958480834961, -92.44146728515625 35.10957336425781, -92.44146728515625 35.10972595214844, -92.4417724609375 35.10973358154297)), ((-92.44178009033203 35.10950469970703, -92.44134521484375 35.109500885009766, -92.44135284423828 35.109439849853516, -92.44178009033203 35.10944747924805, -92.44178009033203 35.10950469970703)), ((-92.44188690185547 35.109867095947266, -92.44188690185547 35.109825134277344, -92.44161224365234 35.10981750488281, -92.44160461425781 35.109859466552734, -92.44188690185547 35.109867095947266)))","{""addr:state"":""AR"",""brand"":""Sonic"",""brand:wikidata"":""Q7561808"",""cuisine"":""burger"",""drive_in"":""yes"",""drive_through"":""yes"",""takeaway"":""yes"",""type"":""multipolygon""}",relation,,,
Russellville,,,1205,,72801,South Arkansas Avenue,,Marva Sheltered Workshop,Mo-Fr 09:00-17:00; Sa 08:00-16:00; Su off,,+1-479-968-4420,,yes,social_facility,,,,,,,,,,,19229307834,1588703935,2,0,"POLYGON ((-93.13394927978516 35.26735305786133, -93.1332778930664 35.267337799072266, -93.1332778930664 35.267242431640625, -93.1327896118164 35.267234802246094, -93.1327896118164 35.26713943481445, -93.1329574584961 35.26714324951172, -93.1329574584961 35.267112731933594, -93.13277435302734 35.26710891723633, -93.13278198242188 35.267005920410156, -93.13298034667969 35.26700973510742, -93.1330337524414 35.266971588134766, -93.1330337524414 35.2668342590332, -93.1331558227539 35.2668342590332, -93.13314819335938 35.267120361328125, -93.13312530517578 35.267120361328125, -93.13311767578125 35.267127990722656, -93.13320922851562 35.26713180541992, -93.1332015991211 35.26715850830078, -93.13328552246094 35.26716232299805, -93.13328552246094 35.2671012878418, -93.13396453857422 35.267120361328125, -93.13394927978516 35.26735305786133))","{""addr:state"":""AR"",""opening_hours:covid19"":""Mo-Fr 09:00-16:00"",""social_facility"":""workshop"",""social_facility:for"":""disabled"",""type"":""multipolygon""}",relation,,,
Russellville,,,900,,72801,West 12th Street,,Legacy Heights Nursing Home,,,+1-479-968-5858,https://www.legacyheightsnr.com/,yes,social_facility,,,,,,,,microsoft/BuildingFootprints,,,17931742956,1582909792,1,0,"POLYGON ((-93.14392852783203 35.26890182495117, -93.14395141601562 35.26856994628906, -93.14419555664062 35.268577575683594, -93.14420318603516 35.26844787597656, -93.14398193359375 35.26844024658203, -93.14398956298828 35.26826477050781, -93.14382934570312 35.26825714111328, -93.1438217163086 35.26845932006836, -93.1434326171875 35.2684440612793, -93.1434326171875 35.26836013793945, -93.14328002929688 35.26835632324219, -93.14328002929688 35.26845932006836, -93.14315032958984 35.268455505371094, -93.14314270019531 35.268577575683594, -93.14341735839844 35.26858901977539, -93.1434097290039 35.26878356933594, -93.14319610595703 35.268775939941406, -93.1431884765625 35.26883316040039, -93.14339447021484 35.26884078979492, -93.14337921142578 35.2690315246582, -93.1435317993164 35.26903533935547, -93.14353942871094 35.26888656616211, -93.14392852783203 35.26890182495117), (-93.14376068115234 35.26875686645508, -93.14370727539062 35.26875686645508, -93.14370727539062 35.26879119873047, -93.1435317993164 35.2687873840332, -93.14353942871094 35.26860809326172, -93.14370727539062 35.268611907958984, -93.14370727539062 35.26864242553711, -93.14376068115234 35.268646240234375, -93.14376068115234 35.26875686645508))","{""addr:state"":""AR"",""social_facility"":""nursing_home"",""social_facility:for"":""senior"",""type"":""multipolygon"",""wheelchair"":""yes""}",relation,,,
Russellville,,,1909,,72802,Fairway Boulevard,,Stonebridge Senior Living,,,+1-479-567-5578,,yes,social_facility,,,,,,,,,,,34664347344,1638635570,1,0,"MULTIPOLYGON (((-93.11014556884766 35.268341064453125, -93.11019897460938 35.2682991027832, -93.1102294921875 35.26832580566406, -93.11035919189453 35.268226623535156, -93.11051177978516 35.26835250854492, -93.1103744506836 35.26845932006836, -93.11042785644531 35.26850509643555, -93.11042785644531 35.2685432434082, -93.1103286743164 35.268619537353516, -93.11029052734375 35.26862335205078, -93.11022186279297 35.26856231689453, -93.11009216308594 35.2686653137207, -93.10995483398438 35.268550872802734, -93.11006927490234 35.268455505371094, -93.11003875732422 35.26842498779297, -93.1100845336914 35.26838684082031, -93.11003112792969 35.268341064453125, -93.11009216308594 35.26829528808594, -93.11014556884766 35.268341064453125)), ((-93.1109619140625 35.268760681152344, -93.11109924316406 35.26887893676758, -93.11097717285156 35.26897048950195, -93.11100769042969 35.26900100708008, -93.11095428466797 35.26904296875, -93.11100769042969 35.26909255981445, -93.11095428466797 35.269134521484375, -93.11089324951172 35.26908874511719, -93.11084747314453 35.269126892089844, -93.1108169555664 35.269100189208984, -93.11068725585938 35.269195556640625, -93.11053466796875 35.269065856933594, -93.11067199707031 35.26896286010742, -93.1106185913086 35.268917083740234, -93.1106185913086 35.26887893676758, -93.11072540283203 35.268802642822266, -93.11076354980469 35.268798828125, -93.11083221435547 35.26885986328125, -93.1109619140625 35.268760681152344)), ((-93.1109848022461 35.268402099609375, -93.11102294921875 35.268428802490234, -93.1109848022461 35.26845932006836, -93.11111450195312 35.2685546875, -93.11096954345703 35.26868438720703, -93.11083221435547 35.26858139038086, -93.11077880859375 35.26862716674805, -93.11073303222656 35.26863098144531, -93.11063385009766 35.268550872802734, -93.11062622070312 35.26852035522461, -93.1106948852539 35.26845932006836, -93.11056518554688 35.26836013793945, -93.11070251464844 35.26824188232422, -93.11082458496094 35.268333435058594, -93.11085510253906 35.26830291748047, -93.11093139648438 35.26836395263672, -93.1109848022461 35.268314361572266, -93.11103820800781 35.26835632324219, -93.1109848022461 35.268402099609375)))","{""addr:state"":""AR"",""social_facility"":""nursing_home"",""social_facility:for"":""senior"",""type"":""multipolygon""}",relation,,,
Russellville,,,201,,72801,North Arkansas Avenue,,Peters Family Living,,,,,yes,,,,,,,,furniture,,,,50529957815,1694622811,1,0,"POLYGON ((-93.13434600830078 35.27925109863281, -93.13487243652344 35.279361724853516, -93.13470458984375 35.27976989746094, -93.13420104980469 35.27964782714844, -93.13426208496094 35.27949142456055, -93.13422393798828 35.279483795166016, -93.1343002319336 35.27925491333008, -93.13433806960647 35.27927383216652, -93.13433837890625 35.279273986816406, -93.13434600830078 35.27925109863281))","{""addr:state"":""AR"",""type"":""multipolygon""}",relation,,,
Russellville,,,301,,72801,North El Paso Avenue,,Sugar Creek Foods,,,,,commercial,,,,,,,,,,,,31127879987,1630601057,1,0,"MULTIPOLYGON (((-93.13700866699219 35.28034210205078, -93.13687896728516 35.28065490722656, -93.13697814941406 35.280677795410156, -93.13700103759766 35.28062438964844, -93.13703155517578 35.280635833740234, -93.13700866699219 35.280696868896484, -93.13720703125 35.2807502746582, -93.13724517822266 35.2806510925293, -93.13732147216797 35.280670166015625, -93.13740539550781 35.280452728271484, -93.13700866699219 35.28034210205078)), ((-93.13751983642578 35.281150817871094, -93.13758087158203 35.28101348876953, -93.13684844970703 35.28078842163086, -93.13677978515625 35.280941009521484, -93.13722229003906 35.281097412109375, -93.13742065429688 35.28118896484375, -93.13745880126953 35.2811279296875, -93.13751983642578 35.281150817871094)))","{""addr:state"":""AR"",""type"":""multipolygon""}",relation,,,
